Id,SeriousDlqin2yrs,RevolvingUtilizationOfUnsecuredLines,age,NumberOfTime30-59DaysPastDueNotWorse,DebtRatio,MonthlyIncome,NumberOfOpenCreditLinesAndLoans,NumberOfTimes90DaysLate,NumberRealEstateLoansOrLines,NumberOfTime60-89DaysPastDueNotWorse,NumberOfDependents,DebtRatio_age,Income_per_Loan
876,0,0.105969699,55,0,3063.0,,8,0,1,0,0.0,168465.0,
877,0,0.041411471,45,0,0.008456176,8750.0,3,0,0,0,3.0,0.38052791999999996,2916.6666666666665
878,0,0.223055966,44,0,0.430297475,12000.0,13,0,2,0,3.0,18.933088899999998,923.0769230769231
879,0,0.452864285,49,0,0.330947228,6006.0,10,0,1,0,1.0,16.216414172,600.6
880,0,0.016031741,74,0,1202.0,,4,0,1,0,,88948.0,
881,0,0.9999999,26,0,0.137820513,1871.0,1,0,0,0,0.0,3.583333338,1871.0
882,0,0.15189171,59,0,0.301074556,15075.0,13,0,2,0,0.0,17.763398804,1159.6153846153845
883,0,0.606025418,39,3,0.375647341,7916.0,10,0,2,0,2.0,14.650246299,791.6
884,0,0.075168462,48,0,1421.0,,3,0,1,0,0.0,68208.0,
885,0,0.061833522,49,0,2788.0,,6,0,2,0,0.0,136612.0,
886,0,0.010186243,47,0,0.022504141,24750.0,7,0,0,0,2.0,1.0576946269999998,3535.714285714286
887,0,0.515975688,28,0,0.679853795,4650.0,14,0,1,0,0.0,19.03590626,332.14285714285717
888,0,0.347921078,42,0,0.373740482,13000.0,11,0,2,0,2.0,15.697100244,1181.8181818181818
889,0,0.108983159,53,0,0.31035201,4800.0,10,0,1,0,0.0,16.44865653,480.0
890,0,0.165720783,68,0,0.311916978,8575.0,10,0,1,0,0.0,21.210354504,857.5
891,0,0.194625748,31,1,0.283571758,4333.0,20,0,0,0,0.0,8.790724498,216.65
892,0,0.48987523,34,0,0.319171724,2800.0,3,0,0,0,1.0,10.851838616,933.3333333333334
893,0,0.958820874,56,0,0.236573549,9700.0,12,0,1,0,1.0,13.248118744,808.3333333333334
894,0,0.799018271,30,0,1.298161471,1250.0,4,0,1,0,0.0,38.94484413,312.5
895,0,0.011505437,52,0,0.274253271,4050.0,9,0,1,0,0.0,14.261170092,450.0
896,0,0.819115784,54,0,0.528381219,2853.0,7,0,1,0,0.0,28.532585826000002,407.57142857142856
897,0,0.0,39,0,0.551779288,2500.0,7,0,2,0,0.0,21.519392231999998,357.14285714285717
898,0,0.122544324,57,0,0.42893401,4333.0,9,0,1,0,1.0,24.44923857,481.44444444444446
899,0,0.667833042,60,0,81.0,,2,0,0,0,0.0,4860.0,
900,0,0.3882572,45,0,1.112942122,4975.0,13,0,4,0,1.0,50.082395489999996,382.6923076923077
901,0,2.258964143,33,2,0.032483758,2000.0,1,1,0,0,2.0,1.071964014,2000.0
902,0,0.013767118,64,0,2004.0,,10,0,2,0,0.0,128256.0,
903,0,0.187797808,85,0,790.0,,6,0,0,0,0.0,67150.0,
904,0,0.9999999,34,1,0.0,5400.0,0,1,0,0,0.0,0.0,5400.0
905,0,0.037379559,37,0,0.333851794,9000.0,11,0,2,0,0.0,12.352516377999999,818.1818181818181
906,0,0.00339983,63,0,0.262694922,2500.0,5,0,0,0,0.0,16.549780086,500.0
907,0,0.020480494,35,0,1673.0,,10,0,1,0,1.0,58555.0,
908,0,0.106475741,32,0,0.802308265,2685.0,5,0,1,0,1.0,25.67386448,537.0
909,0,0.518186405,73,0,0.504887091,8900.0,17,0,1,0,1.0,36.856757642999995,523.5294117647059
910,0,0.003735788,39,0,0.459166466,4150.0,10,0,2,0,0.0,17.907492174,415.0
911,0,0.9999999,38,0,2628.0,,6,0,1,0,0.0,99864.0,
912,0,0.196960608,40,0,0.006959443,4166.0,1,0,0,0,0.0,0.27837772,4166.0
913,0,0.802993617,42,1,0.524458002,9178.0,9,0,1,0,3.0,22.027236084000002,1019.7777777777778
914,0,0.9999999,36,0,0.194963754,2620.0,3,0,0,0,0.0,7.018695144,873.3333333333334
915,0,0.707145775,64,0,3930.0,,13,0,2,0,0.0,251520.0,
916,0,0.288592785,51,0,0.226213976,10131.0,4,0,2,0,3.0,11.536912776000001,2532.75
917,0,0.397244161,25,0,0.294852574,2000.0,5,0,0,0,0.0,7.37131435,400.0
918,0,0.197440895,36,0,777.0,,3,0,1,0,,27972.0,
919,0,0.004884836,34,0,0.474904943,5259.0,11,0,2,0,2.0,16.146768062,478.09090909090907
920,1,1.362141746,73,1,274.0,,2,3,0,1,,20002.0,
921,0,0.17545213,55,2,0.27018019,9600.0,11,0,2,0,0.0,14.85991045,872.7272727272727
922,1,0.514353049,39,0,0.984408835,2308.0,15,0,1,0,1.0,38.391944565,153.86666666666667
923,0,0.00069993,83,0,0.0,10500.0,4,0,0,0,0.0,0.0,2625.0
924,0,0.822400231,63,0,0.515793683,2500.0,12,0,0,0,0.0,32.495002029,208.33333333333334
925,0,0.0427599,52,0,7806.0,,21,0,2,0,2.0,405912.0,
926,0,0.222506167,59,0,0.271467415,11400.0,9,0,2,0,0.0,16.016577485,1266.6666666666667
927,0,0.391045602,24,0,0.069040925,3200.0,11,0,0,0,0.0,1.6569822,290.90909090909093
928,0,0.028775625,44,0,0.137224283,5122.0,4,0,0,0,0.0,6.037868452,1280.5
929,0,0.477367751,36,0,0.339874121,2700.0,6,0,0,0,0.0,12.235468355999998,450.0
930,0,0.018538176,74,0,1184.0,,8,0,1,0,0.0,87616.0,
931,0,0.041366785,45,0,0.224577542,10000.0,8,0,0,0,2.0,10.10598939,1250.0
932,0,0.994269551,41,0,2809.0,,5,0,2,0,0.0,115169.0,
933,0,0.127159603,63,0,0.454098361,5489.0,20,0,4,0,0.0,28.608196743,274.45
934,0,0.610408703,41,1,0.064417178,2933.0,7,0,0,0,2.0,2.641104298,419.0
935,0,0.156645781,45,1,0.560214893,6700.0,8,0,2,0,2.0,25.209670185000004,837.5
936,0,0.526201662,54,4,0.343546258,25000.0,9,0,3,0,1.0,18.551497932,2777.777777777778
937,0,0.03737868,76,1,0.372787227,2880.0,8,0,1,0,0.0,28.331829252,360.0
938,0,0.163750645,65,0,0.266873313,10000.0,13,0,1,0,0.0,17.346765345,769.2307692307693
939,0,0.086382723,38,0,2615.0,,6,0,1,0,,99370.0,
940,0,0.9999999,47,0,0.370691923,3800.0,6,0,0,0,1.0,17.422520381,633.3333333333334
941,0,0.029132576,68,0,0.008222093,10337.0,10,0,1,0,1.0,0.5591023239999999,1033.7
942,0,0.153646677,34,0,1.220066377,3916.0,7,0,2,0,0.0,41.482256817999996,559.4285714285714
943,0,0.083781617,46,0,0.421201915,5640.0,16,0,1,0,2.0,19.375288089999998,352.5
944,1,0.913773615,55,2,0.881655429,4300.0,17,0,2,0,1.0,48.491048595,252.94117647058823
945,0,0.251284106,34,0,0.75145816,8400.0,18,0,4,0,0.0,25.54957744,466.6666666666667
946,0,0.072587125,29,0,0.046662778,12000.0,15,0,0,0,0.0,1.353220562,800.0
947,0,0.0,35,0,0.0,1500.0,3,0,0,0,0.0,0.0,500.0
948,0,0.133613717,43,1,0.421048246,12000.0,14,0,3,1,2.0,18.105074578,857.1428571428571
949,0,0.001905482,37,0,2.694610778,500.0,11,0,2,0,2.0,99.700598786,45.45454545454545
950,0,0.040547951,74,0,0.020736901,5400.0,5,0,0,0,0.0,1.534530674,1080.0
951,0,0.03452873,55,0,0.514162132,7166.0,7,0,2,0,1.0,28.278917260000004,1023.7142857142857
952,0,0.010441271,72,0,692.0,,7,0,0,0,0.0,49824.0,
953,0,0.0,80,1,1589.0,,8,0,1,0,0.0,127120.0,
954,0,0.001882242,50,0,1.317473011,2500.0,9,0,2,0,1.0,65.87365055,277.77777777777777
955,0,0.015644567,77,0,24.0,,5,0,0,0,,1848.0,
956,0,0.630901661,73,0,0.047400612,4577.0,3,0,0,0,0.0,3.4602446760000003,1525.6666666666667
957,0,0.0,52,0,0.257757365,8926.0,11,0,1,0,2.0,13.40338298,811.4545454545455
958,0,0.055228298,48,0,0.146276596,12407.0,5,0,1,0,0.0,7.021276608000001,2481.4
959,0,0.946508915,44,0,0.148162041,2665.0,5,0,0,0,1.0,6.519129803999999,533.0
960,0,0.0,50,0,0.0,6400.0,2,0,0,0,0.0,0.0,3200.0
961,0,0.833594158,44,0,178.0,,9,0,0,0,0.0,7832.0,
962,0,0.030327811,70,0,1934.0,,11,0,2,0,0.0,135380.0,
963,0,0.194273425,53,0,817.0,,13,0,0,0,3.0,43301.0,
964,0,0.0,70,0,0.0,3500.0,6,0,0,0,0.0,0.0,583.3333333333334
965,0,0.205655719,36,0,2082.0,,13,0,2,0,0.0,74952.0,
966,0,0.235752849,63,0,724.0,,3,0,0,0,0.0,45612.0,
967,0,0.029878794,50,0,0.318734063,13333.0,11,0,3,0,1.0,15.936703150000001,1212.090909090909
968,1,1.004421666,48,3,0.605098725,4000.0,10,0,2,0,1.0,29.044738799999998,400.0
969,0,0.154955579,62,1,2446.0,,4,1,1,0,0.0,151652.0,
970,0,0.016658432,53,0,0.315187201,9000.0,6,0,1,0,0.0,16.704921653,1500.0
971,0,0.475841386,43,0,0.198811453,1850.0,2,0,0,0,3.0,8.548892479,925.0
972,0,0.061439281,58,0,0.498692509,6500.0,19,0,4,0,1.0,28.924165522,342.10526315789474
973,0,0.527904017,67,0,486.0,,4,0,1,0,0.0,32562.0,
974,0,0.319378527,59,0,0.156959213,6300.0,22,0,0,0,0.0,9.260593566999999,286.3636363636364
975,0,0.9999999,55,0,0.167543201,5323.0,1,1,0,1,2.0,9.214876055,5323.0
976,0,0.077910174,82,0,162.0,,2,0,0,0,0.0,13284.0,
977,0,0.278636315,47,0,0.587361677,6867.0,22,0,1,0,4.0,27.605998819,312.1363636363636
978,0,0.352319991,43,0,0.246784845,8630.0,8,0,0,0,1.0,10.611748335,1078.75
979,0,0.256314605,58,3,1.511162946,3000.0,24,0,2,0,0.0,87.647450868,125.0
980,0,0.0,41,0,0.346902339,5600.0,4,0,1,0,0.0,14.222995899,1400.0
981,0,0.066113797,63,0,0.621679828,9750.0,24,0,2,0,2.0,39.165829164,406.25
982,0,0.749133564,50,2,0.432119554,4750.0,17,0,1,0,0.0,21.6059777,279.4117647058824
983,0,0.041992219,32,0,85.0,,7,0,0,0,0.0,2720.0,
984,0,0.212785199,37,1,106.2727273,21.0,6,0,2,0,4.0,3932.0909101,3.5
985,0,0.951209758,36,0,0.061445262,2310.0,2,0,0,0,2.0,2.212029432,1155.0
986,0,0.700331051,45,1,0.546448087,8966.0,11,0,2,0,1.0,24.590163915,815.0909090909091
987,0,0.0,26,0,346.0,,8,0,0,0,0.0,8996.0,
988,0,0.019327552,80,0,0.180763847,5000.0,11,0,0,0,0.0,14.46110776,454.54545454545456
989,1,0.878245498,40,0,0.18141723,3400.0,5,0,0,0,1.0,7.2566892,680.0
990,0,0.066928871,35,0,0.611050027,3637.0,5,0,1,0,2.0,21.386750945,727.4
991,0,0.110327321,52,0,0.313439924,6316.0,16,0,2,0,1.0,16.298876048,394.75
992,1,0.228742911,38,2,3558.0,,19,0,3,0,2.0,135204.0,
993,0,0.691722293,78,0,0.691183331,6430.0,6,0,2,0,0.0,53.912299817999994,1071.6666666666667
994,0,0.275946359,57,1,0.283411686,13400.0,10,0,1,0,0.0,16.154466102,1340.0
995,0,0.037454421,57,0,0.355043926,3300.0,17,0,1,0,0.0,20.237503782,194.11764705882354
996,0,0.357684244,32,1,710.0,,6,0,0,0,0.0,22720.0,
997,0,0.102950576,43,1,0.252274773,10000.0,18,0,3,0,3.0,10.847815239,555.5555555555555
998,0,0.9999999,60,1,10.17127624,3000.0,4,0,1,1,0.0,610.2765744,750.0
999,0,0.040283239,54,0,0.135553584,12400.0,11,0,1,0,0.0,7.319893536,1127.2727272727273
1000,0,0.352989385,59,1,0.43955635,13433.0,18,0,2,0,2.0,25.93382465,746.2777777777778
1001,0,0.666948696,56,0,0.185055253,5700.0,7,0,0,0,0.0,10.363094168,814.2857142857143
1002,0,0.181442474,32,0,0.067877957,8750.0,2,0,0,0,0.0,2.172094624,4375.0
1003,0,0.863213679,29,0,0.102670277,18836.0,4,0,1,0,2.0,2.9774380330000003,4709.0
1004,0,0.093632815,68,0,0.306846806,4366.0,6,0,2,0,0.0,20.865582808000003,727.6666666666666
1005,0,0.0,50,0,0.0,6250.0,4,0,0,0,0.0,0.0,1562.5
1006,0,0.479013137,36,0,0.531659631,4500.0,14,0,1,0,2.0,19.139746716,321.42857142857144
1007,0,0.257067036,37,0,0.291809152,6140.0,6,0,0,0,4.0,10.796938624000001,1023.3333333333334
1008,0,0.02403549,63,0,19.0,,2,0,0,0,0.0,1197.0,
1009,0,0.9999999,42,0,0.217236784,2250.0,1,0,0,0,2.0,9.123944928,2250.0
1010,0,0.001890458,47,3,0.268693009,6579.0,15,0,2,2,1.0,12.628571422999999,438.6
1011,0,0.399033876,32,0,0.433893685,2200.0,7,0,0,0,0.0,13.88459792,314.2857142857143
1012,0,0.9999999,31,0,0.047961631,3335.0,2,0,0,1,4.0,1.486810561,1667.5
1013,0,0.245930854,39,0,0.537720414,5500.0,11,0,1,0,1.0,20.971096146,500.0
1014,0,0.003957859,52,0,2574.0,,11,0,1,0,2.0,133848.0,
1015,0,0.408690635,46,0,1.055195584,4166.0,12,0,2,0,0.0,48.538996864,347.1666666666667
1016,0,0.897369039,57,0,2910.0,,16,0,0,0,0.0,165870.0,
1017,1,0.017558727,47,0,0.53540175,2513.0,10,1,1,0,0.0,25.16388225,251.3
1018,0,0.115428519,41,0,0.278969295,6480.0,12,1,1,1,0.0,11.437741095,540.0
1019,0,0.83983667,49,0,3308.0,,8,0,2,0,1.0,162092.0,
1020,0,0.004384128,36,0,0.637788225,4466.0,11,0,1,0,1.0,22.960376099999998,406.0
1021,0,0.383952208,35,0,0.498566762,15000.0,18,0,2,0,0.0,17.44983667,833.3333333333334
1022,0,0.039609476,50,0,1132.0,,13,0,0,0,0.0,56600.0,
1023,0,0.02464305,75,0,0.009947892,4221.0,10,0,0,0,1.0,0.7460919,422.1
1024,0,0.9999999,32,0,0.178302196,3050.0,1,0,0,1,2.0,5.705670272,3050.0
1025,0,0.284499685,66,0,1408.0,,8,0,0,0,1.0,92928.0,
1026,0,0.9999999,38,1,0.134071341,6503.0,1,0,0,0,3.0,5.094710958,6503.0
1027,0,0.224507069,58,0,1068.0,,8,0,1,0,0.0,61944.0,
1028,0,0.643133922,47,0,0.158997955,7823.0,3,0,0,0,0.0,7.472903885,2607.6666666666665
1029,0,0.149037887,44,0,0.288725647,3130.0,8,0,1,0,1.0,12.703928467999999,391.25
1030,1,0.546513871,35,0,0.93824256,8500.0,17,0,4,0,2.0,32.838489599999996,500.0
1031,0,0.546015655,39,0,0.407318536,5000.0,8,0,1,0,0.0,15.885422904,625.0
1032,0,0.14938018,54,1,0.428758481,8400.0,14,0,1,0,1.0,23.152957974000003,600.0
1033,0,0.135083219,58,0,0.065139307,10300.0,7,0,0,0,2.0,3.7780798059999996,1471.4285714285713
1034,0,0.016221174,65,0,0.194925029,2600.0,9,0,2,0,3.0,12.670126885,288.8888888888889
1035,0,0.068038735,55,0,2.496503497,1000.0,6,0,1,0,2.0,137.30769233499998,166.66666666666666
1036,0,0.038660566,71,0,0.308086489,8000.0,7,0,1,0,0.0,21.874140719,1142.857142857143
1037,0,0.258812185,35,0,3947.0,,4,0,1,0,0.0,138145.0,
1038,0,0.033458036,80,0,0.431051723,11000.0,6,0,2,0,0.0,34.48413784,1833.3333333333333
1039,0,0.9999999,27,0,0.153061224,2253.0,3,0,0,0,0.0,4.132653048,751.0
1040,0,0.391214634,39,1,0.287181335,11100.0,8,0,2,0,2.0,11.200072064999999,1387.5
1041,0,0.377915278,51,0,0.061148228,8830.0,5,0,0,0,1.0,3.118559628,1766.0
1042,0,0.098407733,47,0,0.069744476,8100.0,6,0,0,0,2.0,3.277990372,1350.0
1043,0,0.039686202,46,0,7.0,,6,0,0,0,1.0,322.0,
1044,0,0.9999999,51,1,35.0,,0,1,0,0,0.0,1785.0,
1045,1,0.829560586,34,1,0.248187953,4000.0,6,0,1,0,2.0,8.438390402,666.6666666666666
1046,0,0.631259134,39,0,0.273340433,2816.0,7,0,0,0,0.0,10.660276887,402.2857142857143
1047,0,0.034384238,84,0,51.0,,10,0,0,0,0.0,4284.0,
1048,0,0.054537616,53,0,0.266824339,4650.0,10,0,1,0,0.0,14.141689967000001,465.0
1049,0,0.50009998,34,0,0.211071821,8200.0,3,0,1,0,0.0,7.176441914,2733.3333333333335
1050,0,0.112820211,81,0,0.312868713,10000.0,6,0,1,0,0.0,25.342365753000003,1666.6666666666667
1051,0,0.012538557,63,0,0.38510101,2375.0,12,0,2,0,0.0,24.26136363,197.91666666666666
1052,0,0.996101804,43,0,2.579171742,1641.0,9,0,2,0,3.0,110.904384906,182.33333333333334
1053,1,0.232226657,59,6,6.094452774,2000.0,16,2,1,2,1.0,359.57271366599997,125.0
1054,0,0.048037041,30,0,2235.0,,5,0,1,0,0.0,67050.0,
1055,0,0.530405318,61,1,0.469418849,13782.0,22,0,2,0,0.0,28.634549789,626.4545454545455
1056,0,0.520689428,68,3,0.777370438,6000.0,9,0,3,0,0.0,52.861189784000004,666.6666666666666
1057,0,0.022135842,48,0,0.003547815,6200.0,2,0,0,0,1.0,0.17029512000000002,3100.0
1058,0,0.101790219,63,0,0.042235495,2343.0,5,0,0,0,0.0,2.660836185,468.6
1059,0,0.323481841,26,0,262.0,,3,0,0,0,0.0,6812.0,
1060,0,0.014466655,51,0,0.262962153,4570.0,28,0,2,0,0.0,13.411069802999998,163.21428571428572
1061,0,0.022420519,72,0,1004.0,,6,0,1,0,0.0,72288.0,
1062,0,0.002349883,66,0,0.39184953,5103.0,5,0,2,0,0.0,25.86206898,1020.6
1063,0,0.1925349,38,0,0.225741941,12500.0,12,0,2,0,0.0,8.578193758,1041.6666666666667
1064,0,0.251804415,66,0,0.611755298,2500.0,7,0,1,0,0.0,40.375849667999994,357.14285714285717
1065,0,0.088911089,35,0,0.000526177,3800.0,3,0,0,0,0.0,0.018416195,1266.6666666666667
1066,0,0.987743331,50,0,0.4474,9999.0,13,0,2,0,0.0,22.37,769.1538461538462
1067,0,0.9999999,68,1,0.0,,0,1,0,0,0.0,0.0,
1068,0,0.030761368,62,0,0.015661446,3000.0,5,0,1,0,0.0,0.9710096519999999,600.0
1069,0,0.218991588,54,0,0.586137954,3000.0,13,0,1,0,0.0,31.651449516,230.76923076923077
1070,0,0.9999999,38,0,0.110878973,6700.0,3,0,0,0,3.0,4.213400974,2233.3333333333335
1071,0,0.0,45,0,0.365016502,7574.0,10,0,2,0,1.0,16.425742590000002,757.4
1072,0,0.002072256,58,0,0.210742857,8749.0,12,0,2,0,0.0,12.223085706,729.0833333333334
1073,0,0.223967181,49,0,1632.0,,8,0,1,0,0.0,79968.0,
1074,0,0.220201834,34,0,0.462354974,4050.0,10,0,2,0,1.0,15.720069116,405.0
1075,0,0.788340389,43,0,0.099845092,7100.0,3,0,0,0,1.0,4.2933389559999995,2366.6666666666665
1076,0,0.034754891,73,0,1627.0,,12,0,2,0,0.0,118771.0,
1077,0,0.0,43,0,0.281729338,15450.0,10,0,2,0,5.0,12.114361534,1545.0
1078,0,0.148225606,63,0,1313.0,,11,0,2,0,0.0,82719.0,
1079,0,0.68028326,80,0,0.42985336,4568.0,6,0,1,0,0.0,34.3882688,761.3333333333334
1080,0,0.179110121,41,0,0.27491843,9500.0,10,1,1,0,2.0,11.27165563,950.0
1081,0,0.211367652,60,0,0.24045329,10500.0,19,0,2,0,0.0,14.427197399999999,552.6315789473684
1082,0,0.012987013,22,0,0.0,0.0,2,0,0,0,0.0,0.0,0.0
1083,0,0.247135843,34,0,0.090524087,5666.0,3,0,0,0,1.0,3.077818958,1888.6666666666667
1084,0,0.9999999,43,0,0.129623459,3000.0,1,0,0,0,0.0,5.573808737,3000.0
1085,1,0.00073798,41,0,0.493126718,4000.0,4,0,1,0,2.0,20.218195438000002,1000.0
1086,0,0.946978196,34,0,0.335438375,9500.0,12,0,2,0,2.0,11.40490475,791.6666666666666
1087,0,0.866344471,34,0,0.14802475,2100.0,1,0,0,0,0.0,5.0328415,2100.0
1088,0,0.0,87,0,0.067381539,6900.0,4,0,0,0,1.0,5.862193893000001,1725.0
1089,0,0.9999999,66,0,0.229471417,11142.0,6,0,1,0,0.0,15.145113522,1857.0
1090,0,0.096113878,41,0,0.224395714,8025.0,10,0,0,0,4.0,9.200224274,802.5
1091,0,0.0,37,0,0.372395469,7150.0,3,0,2,0,2.0,13.778632352999999,2383.3333333333335
1092,1,0.9999999,41,0,219.0,,1,2,0,1,,8979.0,
1093,0,0.275326535,66,1,0.38317757,5884.0,17,0,1,0,0.0,25.289719620000003,346.11764705882354
1094,0,0.595112469,33,0,0.378525482,2020.0,3,0,0,0,0.0,12.491340906000001,673.3333333333334
1095,0,0.026147183,67,0,0.329780147,1500.0,7,0,1,0,0.0,22.095269849,214.28571428571428
1096,0,0.28927034,48,0,0.691654173,2000.0,7,0,1,0,2.0,33.199400304,285.7142857142857
1097,0,0.040423812,61,0,28.0,,6,0,0,0,0.0,1708.0,
1098,0,0.223677632,67,0,0.326283407,5200.0,4,0,1,0,2.0,21.860988269000003,1300.0
1099,0,0.077246781,32,0,0.368421053,4084.0,7,0,1,0,0.0,11.789473696,583.4285714285714
1100,0,0.328303003,59,1,0.480057771,9000.0,9,0,2,0,0.0,28.323408489000002,1000.0
1101,0,0.572324438,50,0,1.052171197,3200.0,12,0,1,0,3.0,52.608559850000006,266.6666666666667
1102,0,0.966275454,37,0,0.683523654,4290.0,8,0,1,0,2.0,25.290375198,536.25
1103,0,0.075327056,62,0,0.071378477,12832.0,7,0,1,0,0.0,4.4254655739999995,1833.142857142857
1104,0,0.011073664,52,0,0.012372578,12850.0,4,0,0,0,3.0,0.643374056,3212.5
1105,0,0.369171682,82,0,0.048228914,26000.0,12,0,1,0,0.0,3.9547709479999997,2166.6666666666665
1106,0,0.960431398,63,0,0.31506036,5052.0,3,0,1,0,1.0,19.84880268,1684.0
1107,0,0.123471362,63,0,0.364188164,2635.0,6,0,1,0,1.0,22.943854331999997,439.1666666666667
1108,0,0.127493625,64,0,0.09438021,14875.0,6,0,2,0,1.0,6.04033344,2479.1666666666665
1109,0,0.087910156,54,0,0.520623969,20000.0,8,0,3,0,2.0,28.113694325999997,2500.0
1110,0,0.083766009,53,0,0.34210815,9116.0,6,0,2,0,1.0,18.13173195,1519.3333333333333
1111,0,0.0,78,0,396.0,,3,0,0,0,,30888.0,
1112,0,0.48092721,62,0,1.031724668,5200.0,14,0,3,0,1.0,63.966929416000006,371.42857142857144
1113,0,0.009917446,64,0,0.447430975,5468.0,12,0,2,0,0.0,28.6355824,455.6666666666667
1114,0,0.9999999,37,0,0.377631696,11256.0,11,0,2,0,1.0,13.972372752,1023.2727272727273
1115,0,0.078754404,30,0,2129.0,,6,0,2,0,0.0,63870.0,
1116,0,0.135042385,71,0,0.017903057,10500.0,14,0,0,0,0.0,1.271117047,750.0
1117,0,0.007999878,65,0,15.0,,13,0,0,0,0.0,975.0,
1118,0,0.099190841,57,0,0.604398743,3500.0,9,0,2,0,0.0,34.450728350999995,388.8888888888889
1119,0,0.29739805,52,0,0.579717373,6014.0,8,0,1,0,3.0,30.145303396000003,751.75
1120,0,0.307191593,39,0,0.607185223,5900.0,5,0,2,0,0.0,23.680223697,1180.0
1121,0,0.044225262,39,0,1776.0,,4,0,2,0,0.0,69264.0,
1122,0,0.125014705,66,2,0.404638145,2500.0,4,0,1,0,0.0,26.70611757,625.0
1123,0,0.004104171,55,1,1.0,0.0,5,0,0,1,0.0,55.0,0.0
1124,0,0.013713796,47,0,0.401267976,6466.0,6,0,2,0,0.0,18.859594872000002,1077.6666666666667
1125,0,0.267352626,72,0,0.426685865,4166.0,10,0,2,0,0.0,30.72138228,416.6
1126,0,0.163836164,53,1,0.092762895,2500.0,5,0,0,0,0.0,4.916433435,500.0
1127,0,0.9999999,70,0,0.0,,1,0,0,0,,0.0,
1128,0,0.820545297,45,1,3799.0,,4,0,2,0,2.0,170955.0,
1129,0,0.428382755,36,0,0.2706115,6573.0,12,0,1,0,0.0,9.742014000000001,547.75
1130,0,0.0199992,52,0,0.188452887,4000.0,6,0,1,0,1.0,9.799550124000001,666.6666666666666
1131,0,0.089146989,45,1,0.25974805,5000.0,7,0,2,0,0.0,11.68866225,714.2857142857143
1132,0,0.612030682,74,2,0.76967187,3138.0,10,1,2,0,0.0,56.95571838,313.8
1133,0,0.0,48,0,0.05692407,10838.0,4,0,0,0,1.0,2.73235536,2709.5
1134,0,0.801764544,35,1,0.430314406,2130.0,5,0,0,1,2.0,15.06100421,426.0
1135,0,0.0,46,0,0.450288902,5018.0,9,0,1,0,0.0,20.713289492,557.5555555555555
1136,0,0.010751197,76,0,0.117910841,3790.0,17,0,0,0,0.0,8.961223916,222.94117647058823
1137,0,0.901795412,47,1,0.52674524,3308.0,6,0,1,0,3.0,24.75702628,551.3333333333334
1138,0,0.0,70,0,0.252527295,4945.0,9,0,1,0,0.0,17.67691065,549.4444444444445
1139,0,0.001759965,46,0,0.214688239,5500.0,5,0,1,0,2.0,9.875658994,1100.0
1140,0,0.390088472,39,0,0.326036484,3014.0,6,0,0,0,0.0,12.715422876,502.3333333333333
1141,0,0.007353556,80,0,0.29991431,3500.0,16,0,0,0,1.0,23.993144800000003,218.75
1142,0,0.9999999,38,1,17.0,,1,0,0,0,0.0,646.0,
1143,0,0.061173533,28,0,0.08997001,3000.0,3,0,0,0,0.0,2.51916028,1000.0
1144,0,0.39142696,58,2,0.384779992,7476.0,6,0,2,0,0.0,22.317239536000002,1246.0
1145,0,0.132820925,42,0,0.914452555,3424.0,16,0,2,0,1.0,38.40700731,214.0
1146,0,0.842078961,60,0,0.150494324,2730.0,10,0,0,0,1.0,9.029659440000001,273.0
1147,1,0.954449046,55,5,773.0,,7,1,0,3,0.0,42515.0,
1148,0,0.804681521,43,0,0.533815481,10231.0,12,0,2,0,4.0,22.954065683,852.5833333333334
1149,0,0.751585703,56,0,1.478577549,2333.0,8,0,2,0,0.0,82.80034274399999,291.625
1150,0,0.28910532,55,0,0.939430965,5728.0,17,0,3,0,0.0,51.668703075,336.94117647058823
1151,0,0.003157687,32,0,1.0,,1,0,0,0,0.0,32.0,
1152,0,0.601758577,36,0,2162.0,,10,0,1,0,2.0,77832.0,
1153,0,0.684020951,50,0,0.894878706,11500.0,21,0,3,0,0.0,44.7439353,547.6190476190476
1154,1,0.81054584,57,2,1.141452126,3456.0,29,0,1,1,1.0,65.06277118199999,119.17241379310344
1155,0,0.0,45,1,0.012529992,3750.0,8,0,0,0,3.0,0.56384964,468.75
1156,0,0.0,53,0,0.460725507,3500.0,7,1,1,1,0.0,24.418451871,500.0
1157,0,0.926059916,48,1,12546.0,,8,0,4,0,0.0,602208.0,
1158,0,0.17988008,23,0,0.003127443,2557.0,2,0,0,0,0.0,0.071931189,1278.5
1159,0,0.226957563,80,0,0.4375,4079.0,11,0,1,0,1.0,35.0,370.8181818181818
1160,0,0.941447055,54,0,1.843949701,4850.0,15,0,4,0,1.0,99.57328385400001,323.3333333333333
1161,0,0.023237542,58,0,0.812428571,6999.0,19,0,3,0,1.0,47.120857117999996,368.36842105263156
1162,0,0.01718597,48,0,0.348886815,7500.0,8,0,3,0,2.0,16.74656712,937.5
1163,0,0.506995336,29,0,0.5029988,2500.0,6,0,1,1,0.0,14.5869652,416.6666666666667
1164,0,0.120355791,59,0,0.151986183,11000.0,10,0,2,0,0.0,8.967184797,1100.0
1165,0,0.247597087,56,0,0.702749471,5200.0,8,0,1,0,2.0,39.353970376,650.0
1166,0,0.321934593,44,0,1383.0,,7,0,2,0,1.0,60852.0,
